"","rnid","record","uuid","status","dTrack","qtime","consent","HH1","HH23r1.x","HH23r2","HH23r3.x","HHCr1","HHCr2","HHCr3","HHAr1","HHAr2","HHAr3","HH4","HH5","HH6r1","HH6r2","HH6r3","HH6r4","HH6r5","HH6r6","HH6r6oe","HHR","Q2","hRegionUS","HH7","HH7r3oe","HHO","HH8","HH8r8oe","HH9","HH10","HH10_1","HH11","HH12r1","noanswerHH12_r8","HH12a","HH13r1","noanswerHH13_r8","HH13a","HHI.x","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1r5","ESC1ar1","ESC1ar2.x","ESC1ar3.x","ESC1ar4.x","ESC1ar5","ESC1ar6","ESC1br2c1","ESC1br3c1","ESC1br4c1","ESC1b_1r1c2","ESC1b_1r2c2","ESC1b_1r3c2","ESC1b_1r4c2","ESC1b1r1","ESC1b1r2","ESC1b1r3","ESC1b1r4","ESC1cr2c1","ESC1cr3c1","ESC1cr4c1","ESC1c_1r1c2","ESC1c_1r2c2","ESC1c_1r3c2","ESC1c_1r4c2","ESC1c1r1","ESC1c1r2","ESC1c1r3","ESC1c1r4","ESC2.x","ESC2a","ESC2b","ESC2c","EB2a.x","EB2a1","EB3a","EB3a1","EB2b","EB2b1","EB3b","EB3b1","EB2c","EB2c1","EB3c","EB3c1","EB2d","EB2d1","EB3d","EB3d1","EB2e","EB2e1","EB3e","EB3e1","EB4.x","Q4ar1","Q4ar2","Q4ar3","Q4ar4","Q4ar5","Q4ar6","Q4ar6oe","EB5r1.x","EB5r2","EB5r3","EB5r4","EB6r1.x","EB6r2","EB6r3","EB6r4","EB7a.x","Q7a1","Q7a2","Q7a3","EB7b","Q7b1","Q7b2","Q7b3","EB7c","Q7c1","Q7c2","Q7c3","EB7d","Q7d1","Q7d2","Q7d3","EB8a.x","Q8a1","Q8a2","Q8b1","EB8b","Q8b2","EB8c","Q8c1","Q8c2","EB8d","Q8d1","Q8d2","HEC1r1a.x","HEC1r1b.x","HEC1r1c.x","HEC1r1d.x","HEC2r1.x","HEC2r2.x","HEC2r3.x","HEC2r4.x","HEC2r5.x","HEC2r6.x","HEC2r7.x","HEC2r8.x","HEC2r9.x","HEC2r10.x","HEC2r9oe","HEC3r3a.x","HEC3r3b.x","HEC3r3c.x","HEC3r3d.x","HEC3r3e.x","HEC3r3f.x","HEC3r3g.x","HEC3r3h.x","HEC4a.x","HEC4ai","HEC4aii","HEC4b.x","HEC4bi","HEC4bii","HEC5.x","HEC5a.x","HEC5a1","HEC5a2r1","HEC5a2r2","HEC5a2r3","HEC5a2r4","HEC5a2r5","HEC5a2r6","HEC5a2r7","HEC6.x","HEC6a.x","HEC6b1","HEC6b2r1","HEC6b2r2","HEC6b2r3","HEC6b2r4","HEC6b2r5","HEC6b2r6","EL1","hEL1r1","EL2","hEL2r1","EL3","CEP1.x","Q14a1","CEP2.x","Q14b1","CEP3.x","Q14c1","CEP4.x","Q14d1","CEP5.x","Q14e1","CEP6.x","CEP7.x","CEP8r1.x","CEP8r2.x","CEP8r3.x","CEP8r4.x","EH1a_er1a","EH1a_er2b","EH1a_er3c","EH1a_er4d","EH1a_er5e","EH2","EH2_1r1","EH2_1r2","EH2_1r3","EH2_1r3oe","H1r1","H1r2","H1r3","H1r4","H1r5","H1r6","H1r7","H1r7oe","H2r1","H2r2","H2r3","H2r4","H2r5","H2r6","H2r7","H2r8","H2r9","H2r10","H2r11","H2r12","H2r13","H2r14","H2r15","H2r16","noanswerH2_r17","PSSPSS1","PSSPSS2","PSSPSS3","PSSPSS4","PSSPSS5","PSSPSS6","PSSPSS7","PSSPSS8","PSSPSS9","PSSPSS10","SF1","SF2","SF3","PSQI1","PSQI2a","PSQI2b","FI1","FI2","FI3","FI4","child","eld","wbill.x","sbill.x","HHI.y","HH23r1.y","HH23r3.y","ESC1ar2.y","ESC1ar3.y","ESC1ar4.y","wbill.y","sbill.y","ESC2.y","EB2a.y","EB4.y","EB5r1.y","EB6r1.y","EB7a.y","EB8a.y","HEC1r1a.y","HEC1r1b.y","HEC1r1c.y","HEC1r1d.y","HEC2r1.y","HEC2r2.y","HEC2r3.y","HEC2r4.y","HEC2r5.y","HEC2r6.y","HEC2r7.y","HEC2r8.y","HEC2r9.y","HEC2r10.y","HEC3r3a.y","HEC3r3b.y","HEC3r3c.y","HEC3r3d.y","HEC3r3e.y","HEC3r3f.y","HEC3r3g.y","HEC3r3h.y","HEC4a.y","HEC4b.y","HEC5.y","HEC5a.y","HEC6.y","HEC6a.y","CEP1.y","CEP2.y","CEP3.y","CEP4.y","CEP5.y","CEP6.y","CEP7.y","CEP8r1.y","CEP8r2.y","CEP8r3.y","CEP8r4.y"
"544","EPOWB49HFHWWWTN4N2",899,"pv26cvs3sq4v0yfr",3,0,519.9611793,1,3,1,1,0,1,0,1,0,1,1,43,2,0,1,0,0,0,0,"",2,39,1,1,"",2,2,"",3,2006,NA,2,1500,0,NA,80000,0,NA,3,1,1,0,0,0,1,1,0,0,0,0,150,NA,NA,0,0,0,0,NA,NA,NA,NA,55,NA,NA,0,0,0,0,NA,NA,NA,NA,1,98,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,1,78,78,1,70,70,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,2,1,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,0,3,3,2,3,3,4,4,3,4,4,4,2,2,2,1,0,2,3,3,3,1,0,1,0,3,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"545","EPOWB5DNRPML5NH4N3",900,"d3apcdga211wjagu",3,0,524.9927542,1,3,1,1,1,1,0,1,1,1,0,33,2,0,1,0,0,0,0,"",2,18,3,1,"",2,1,"",1,2018,5,4,100,0,NA,100,0,NA,1,1,1,1,0,0,1,1,1,0,0,0,1001,100,NA,0,0,0,0,NA,NA,NA,NA,100,100,NA,0,0,0,0,NA,NA,NA,NA,1,4,1,1,1,2,1,3,1,1,1,2,1,2,1,2,NA,NA,NA,NA,1,2,1,2,0,1,2,0,0,0,0,"",0,1,1,1,0,1,1,1,1,12,2,NA,1,1,2,NA,1,1,2,NA,1,1,2,NA,1,2,NA,2,1,NA,1,2,NA,1,2,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,1,40,78,1,79,98,1,1,2,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,4,3,4,4,4,1,1,1,0,"",1,1,1,1,1,1,NA,"",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,0,5,5,4,5,4,5,5,5,5,5,1,4,4,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"546","EPOWB5GZLTN8XYK4N3",901,"8kemerm7h9xdex2b",3,0,1214.178874,1,1,0,0,1,0,1,0,1,0,0,71,2,0,1,0,0,0,0,"",2,50,2,2,"",1,5,"",2,1999,NA,3,825,0,NA,37000,0,NA,2,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,1,0,0,0,0,1,70,60,1,75,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,1,1,1,1,1,0,NA,NA,NA,"",1,1,2,2,1,2,1,"GERD & Gout",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,5,5,1,1,4,3,1,2,4,1,0,0,0,1,3,3,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"547","EPOWB5K98LN7WYS4N4",902,"90zx8y4070w7xrzs",3,0,1484.146426,1,3,0,0,3,0,1,0,1,0,0,63,1,1,0,0,0,0,0,"",1,5,4,1,"",2,2,"",4,2017,2,2,3100,0,NA,3200,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,200,NA,NA,0,0,0,0,NA,NA,NA,NA,200,NA,NA,0,0,0,0,NA,NA,NA,NA,1,20,3,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,1,1,1,0,0,0,0,0,0,0,1,0,0,0,"",1,0,0,1,1,0,0,0,1,70,67,1,86,75,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,NA,0,NA,0,NA,1,2,0,0,0,0,0,1,3,3,5,5,5,0,NA,NA,NA,"",1,2,2,1,2,1,2,"None",2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,0,2,3,2,5,2,2,4,3,1,1,5,5,4,2,3,0,1,3,3,2,0,1,1,1,1,0,3,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
"548","EPOWB62R45K8CBB4N2",903,"4mhd6u8ckb5eytq9",3,0,668.7615292,1,2,0,0,0,0,1,0,0,0,1,42,2,1,0,0,0,0,0,"",3,5,4,3,"live w boyfriend who owns",1,2,"",3,2008,NA,4,2000,0,NA,100000,0,NA,3,1,1,0,0,0,1,1,0,0,0,0,30,NA,NA,0,0,0,0,NA,NA,NA,NA,30,NA,NA,0,0,0,0,NA,NA,NA,NA,1,40,1,2,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,3,NA,3,1,3,NA,3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,62,60,1,82,84,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,1,0,1,0,0,0,1,0,NA,1,1,2,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,3,3,3,3,3,0,NA,NA,NA,"",2,2,1,2,2,2,NA,"",99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,0,1,2,3,3,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"549","EPOWB642Z4ZXB2N4N6",904,"hfrjb9t81dhqc6vh",3,0,786.3655925,1,1,0,0,1,0,1,0,1,0,0,49,2,1,0,0,0,0,0,"",3,4,3,2,"",1,6,"",2,2000,NA,3,170,0,NA,10000,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,70,67,1,76,76,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,3,3,3,3,3,0,NA,NA,NA,"",2,2,1,1,2,2,NA,"",2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,0,3,3,3,3,2,3,3,2,2,3,5,4,3,1,0,2,2,2,2,2,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"550","EPOWB6487FVSHTJ4N7",905,"fxhb4vxhjcx37y0a",3,0,922.7389956,1,4,0,0,1,0,1,0,1,0,1,66,1,1,0,0,0,0,0,"",1,5,4,1,"",2,2,"",3,2015,1,2,300,0,NA,50000,0,NA,2,1,1,0,0,0,1,1,0,0,0,0,58,NA,NA,0,0,0,0,NA,NA,NA,NA,45,NA,NA,0,0,0,0,NA,NA,NA,NA,1,170,2,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,3,NA,3,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,1,1,1,0,0,0,0,1,0,1,0,0,0,0,"",0,0,0,1,1,1,0,1,0,NA,NA,0,NA,NA,1,1,4,1,0,0,0,1,0,0,1,1,3,0,0,0,1,0,0,0,1,1,1,1,0,NA,0,NA,1,1,0,NA,0,NA,0,0,0,0,0,1,3,3,1,1,1,0,NA,NA,NA,"",1,2,2,1,1,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,2,3,4,4,3,4,3,3,2,3,3,2,2,0,2,2,3,3,3,0,1,1,1,2,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"551","EPOWB6CFCTW7T834N2",906,"ktkm541155pm89gv",3,0,686.4186995,1,3,0,3,0,0,1,0,0,1,0,54,1,1,0,0,0,0,0,"",1,10,3,1,"",2,2,"",3,2009,NA,3,750,0,NA,75000,0,NA,3,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,55,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,2,1,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"",1,1,0,1,0,0,0,1,1,70,70,1,75,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,3,3,2,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,4,3,0,0,1,0,3,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"552","EPOWB7NXH6T7NJG4N8",907,"pzrugukrvp64ct8h",3,0,2409.865412,1,3,0,1,0,0,1,0,0,1,1,60,2,0,1,0,0,0,0,"",2,11,3,1,"",2,2,"",3,1987,NA,2,700,0,NA,49000,0,NA,2,1,1,0,0,0,1,1,0,0,0,0,160,NA,NA,0,0,0,0,NA,NA,NA,NA,80,NA,NA,0,0,0,0,NA,NA,NA,NA,1,70,1,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,1,2,NA,1,1,0,0,0,0,0,0,0,1,1,0,0,0,"",1,1,0,1,0,0,0,1,1,68,68,1,78,70,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1,3,2,2,1,2,0,NA,NA,NA,"",2,2,2,2,2,1,NA,"",2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,0,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,1,2,3,3,3,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"553","EPOWB7Q2LKJK55H4N0",908,"qy32mse8cv0vy7ev",3,0,399.3764877,1,1,0,1,0,0,1,0,0,1,0,31,2,0,0,0,1,0,0,"",3,33,1,2,"",1,5,"",1,2015,0,5,900,0,NA,NA,1,2,2,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,5,NA,NA,NA,NA,NA,NA,1,0,0,0,5,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1,1,1,1,1,1,1,1,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,1,0,0,2,2,2,2,3,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,4,3,3,1,1,1,2,2,2,2,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"554","EPOWB8DDWHVG9B54N1",911,"xhj74hnn8hdtdj00",3,0,1132.837256,1,1,0,0,0,0,1,0,0,0,1,48,2,0,1,0,0,0,0,"",2,39,1,2,"",1,4,"",0,2011,NA,3,550,0,NA,40000,0,NA,2,1,1,0,0,0,1,1,0,0,0,0,70,NA,NA,0,0,0,0,NA,NA,NA,NA,30,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,60,70,1,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,2,2,3,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,2,3,4,3,2,3,3,3,2,4,1,2,1,0,0,2,3,3,3,0,0,1,1,2,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
"555","EPOWB8HTY2CFBHN4N4",912,"be36qwb6vtrx2ue8",3,0,1090.761664,1,2,0,0,2,0,1,0,1,0,0,73,2,1,0,0,0,0,0,"",3,36,2,1,"",2,2,"",3,2006,NA,2,600,0,NA,42000,0,NA,2,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,1,0,0,5,5,NA,NA,NA,NA,NA,1,1,0,0,5,5,NA,NA,1,50,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,69,69,1,72,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,1,1,1,1,0,NA,NA,NA,"",1,2,1,2,2,2,1,"stroke",2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,0,2,1,2,5,5,1,5,5,3,1,4,2,1,0,0,0,1,3,3,3,0,1,1,1,2,0,2,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"556","EPOWB8LKHZYRRJP4N4",913,"y1e8w1gzsauuwgc9",3,0,603.0269463,1,2,0,0,0,0,1,0,0,0,1,61,2,1,0,0,0,0,0,"",3,23,2,1,"",2,2,"",3,2013,NA,2,NA,1,7,59000,0,NA,3,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,1,0,0,5,5,NA,NA,NA,NA,NA,1,1,0,0,5,5,NA,NA,1,100,3,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,68,68,1,72,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,5,5,1,5,5,1,1,2,1,1,1,0,0,1,3,3,3,0,0,1,1,3,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"557","EPOWB8PLCBZC7FP4N6",914,"js5v7a29ah6yj6wh",3,0,1077.237439,1,1,0,0,1,0,1,0,1,0,0,72,2,0,1,0,0,0,0,"",2,10,3,1,"",2,2,"",4,2018,1,4,2500,0,NA,100000,0,NA,3,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,160,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,2,1,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,80,75,1,75,70,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,1,1,1,1,0,NA,NA,NA,"",2,2,1,2,1,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,5,1,5,5,1,1,2,1,1,0,0,0,1,3,3,3,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
